Field=#~Integer~#~50|Field=Fitted~String~Fitted~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=PartNumber~String~PartNumber~100|Field=Quantity~Integer~Quantity~100|Field=Manufacturer~String~Manufacturer~100|Field=PackageReference~String~PackageReference~100|Field=Value~String~Value~100|ReportField=Currency~USD|ReportField=ProductionQuantity~100|ReportField=ProjectFileName~BMS028B.PrjPcb|ReportField=ProjectFullPath~C:\Users\a0868763\TI Drive\BMS\MAXIMO2\Schematics\BoardFilesForWeb\sluc688\BQ76942EVM_BoardFiles\BQ76942EVM_Altium\BMS028B.PrjPcb|ReportField=Title~BOM (TI Designs format) For Variant [001] of Project [BMS028B.PrjPcb] (No PCB Document Selected)|ReportField=ReportTime~3:36:37 PM|ReportField=ReportDate~9/22/2020|ReportField=ReportDateTime~9/22/2020 3:36:37 PM|ReportField=OutputName~BOM (TI Designs format)|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~001|ReportField=TotalQuantity~230|ReportField=TotalActualPrice~0|ReportField=TotalTargetPrice~0|ReportField=VersionControl_RevNumber~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=EVM_Orderable~BQ76942EVM|ReportField=CopyrightYear~|ReportField=PCB_Layout~|ReportField=PCB_Rev~B|ReportField=PRJ_Customer~Public Release|ReportField=PRJ_Engineer~|ReportField=PRJ_Number~BMS028|ReportField=PRJ_Title~BQ76942EVM|ReportField=SCH_Rev~B|ReportField=TechSupport~|ReportField=TID~N/A|ReportField=Address1~Not shown in title block|ReportField=Address2~Not shown in title block|ReportField=Address3~Not shown in title block|ReportField=Address4~Not shown in title block|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~Not shown in title block|ReportField=Author~Not shown in title block|ReportField=CheckedBy~Not shown in title block|ReportField=CompanyName~Not shown in title block|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~9/22/2020|ReportField=CurrentTime~3:31:50 PM|ReportField=Date~Not shown in title block|ReportField=DocumentFullPathAndName~C:\Users\a0868763\TI Drive\BMS\MAXIMO2\Schematics\BoardFilesForWeb\sluc688\BQ76942EVM_BoardFiles\BQ76942EVM_Altium\BMS028B_FETs.SchDoc|ReportField=DocumentName~BMS028B_FETs.SchDoc|ReportField=DocumentNumber~3|ReportField=DrawnBy~M Sunna|ReportField=Engineer~Not shown in title block|ReportField=ImagePath~Not shown in title block|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~9/22/2020|ReportField=Organization~Not shown in title block|ReportField=PageSetup~Record=PageOptions:CenterHorizontal=True:CenterVertical=True:PrintScale=1.00:XCorrection=1.00:YCorrection=1.00:PrintKind=0:BorderSize=5000000:LeftOffset=0:BottomOffset=0:Orientation=2:PaperLength=1000:PaperWidth=1000:Scale=100:PaperSource=15:PrintQuality=600:MediaType=1:DitherType=10:PaperKind=Letter:PrintScaleMode=1|ReportField=ProjectName~BMS028B.PrjPcb|ReportField=Revision~Use project parameter SCH_Rev|ReportField=Rule~|ReportField=SheetNumber~3|ReportField=SheetTotal~5|ReportField=Time~Not shown in title block|ReportField=Title~FETs|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~BMS028B.PrjPcb|ReportField=DataSourceFullPath~C:\Users\a0868763\TI Drive\BMS\MAXIMO2\Schematics\BoardFilesForWeb\sluc688\BQ76942EVM_BoardFiles\BQ76942EVM_Altium\BMS028B.PrjPcb|ReportField=PCBConfigurationName~Sources|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
50|Fitted|RES, 1.0 k, 5%, 0.1 W, AEC-Q200 Grade 0, 0603|R42, R43, R45, R47, R48, R62, R64, R68, R69, R71|CRCW06031K00JNEA|10|Vishay-Dale|0603|1.0k
51|Fitted|RES, 20 k, 5%, 0.1 W, AEC-Q200 Grade 0, 0603|R49, R75|CRCW060320K0JNEA|2|Vishay-Dale|0603|20k
52|Fitted|RES, 3.9 k, 5%, 1 W, AEC-Q200 Grade 0, 2512|R50, R51|CRCW25123K90JNEG|2|Vishay-Dale|2512|3.9k
53|Fitted|RES, 10 M, 5%, 0.1 W, AEC-Q200 Grade 0, 0603|R52, R53, R59, R60, R61|CRCW060310M0JNEA|5|Vishay-Dale|0603|10Meg
54|Fitted|RES, 36 k, 5%, 0.1 W, AEC-Q200 Grade 0, 0603|R54|CRCW060336K0JNEA|1|Vishay-Dale|0603|36k
55|Fitted|RES, 3.9 k, 5%, 0.25 W, AEC-Q200 Grade 0, 1206|R55, R58|CRCW12063K90JNEA|2|Vishay-Dale|1206|3.9k
56|Fitted|RES, 5.1 k, 5%, 0.1 W, AEC-Q200 Grade 0, 0603|R63, R70, R72, R73, R74|CRCW06035K10JNEA|5|Vishay-Dale|0603|5.1k
57|Fitted|RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603|R66, R88, R89|CRCW06030000Z0EA|3|Vishay-Dale|0603|0
58|Fitted|RES, 5.1 k, 5%, 0.25 W, AEC-Q200 Grade 0, 1206|R76, R78, R81, R82, R83, R84|CRCW12065K10JNEA|6|Vishay-Dale|1206|5.1k
59|Fitted|RES, 7.5 k, 5%, 0.1 W, AEC-Q200 Grade 0, 0603|R77|CRCW06037K50JNEA|1|Vishay-Dale|0603|7.5k
60|Fitted|RES, 33, 5%, 0.063 W, AEC-Q200 Grade 0, 0402|R90, R91|CRCW040233R0JNED|2|Vishay-Dale|0402|33
61|Fitted|RES, 2.0 k, 5%, 0.063 W, AEC-Q200 Grade 0, 0402|R92|CRCW04022K00JNED|1|Vishay-Dale|0402|2.0k
62|Fitted|RES, 10 k, 5%, 0.063 W, AEC-Q200 Grade 0, 0402|R93, R99|CRCW040210K0JNED|2|Vishay-Dale|0402|10k
63|Fitted|RES, 1.0 M, 5%, 0.063 W, AEC-Q200 Grade 0, 0402|R94, R95|CRCW04021M00JNED|2|Vishay-Dale|0402|1.0Meg
64|Fitted|RES, 330, 1%, 0.1 W, AEC-Q200 Grade 0, 0402|R96, R97, R98|ERJ-2RKF3300X|3|Panasonic|0402|330
65|Fitted|Thermistor NTC, 10.0k ohm, 1%, Disc, 5x8.4 mm|RT1, RT2|103AT-2|2|SEMITEC Corporation|Disc, 5x8.4 mm|10k
66|Fitted|Switch, Tactile, SPST-NO, SMT|S1, S2|KST221JLFS|2|C&K Components|Switch, 6.2X5X6.2 mm|
67|Fitted|Switch, SPST-NO,  Off-Mom, 0.05A, 12VDC, SMD|S3|PTS820 J20M SMTR LFS|1|C&K Components|3.9x2.9mm|
68|Fitted|Shunt, 100mil, Gold plated, Black|SH-J1, SH-J2, SH-J3, SH-J4, SH-J5, SH-J6, SH-J7, SH-J8, SH-J9, SH-J10, SH-J11, SH-J12, SH-J13, SH-J14, SH-J15|SNT-100-BK-G|15|Samtec|Shunt|1x2
69|Fitted|Test Point, Compact, Black, TH|TP14, TP15, TP16, TP17|5006|4|Keystone|Black Compact Testpoint|
70|Fitted|Multicell Battery Monitor and Protection Family, PFB0048A (TQFP-48)|U1|BQ76942PFBR|1|Texas Instruments|PFB0048A|
71|Fitted|Single-Channel ESD in 0402 Package With 10pF Capacitance and 6V Breakdown, DPY0002A (X1SON-2)|U2, U3, U4, U5|TPD1E10B06DPYR|4|Texas Instruments|DPY0002A|
